Text,lebel
من این محصول رو گرفتم   خیلی خوبه   کیفیتش به جز برس هاش عالیه   رنگ رُژش خیلی خوبه روی لب براق و جذابه   پوشش کرم پودرش خیلی طبیعیه   ریمیلش هم یه براش عالی برای مژست و حالت طبیعی و زیبایی به مژه ها میده  ,1
کرم پودر خیلی معمولی  ریمل معمولی و نه چندان حجم دهنده  رژگونه اگه رنگش بهتون بیاد خوبه  رژش مایع  با پوشش نه چندان خوب  لاکش رنگ شیکی داره   کیت برس و کیفش قشنگن  در کل خیلی با کیفیت نیست  از لورآل انتظار بیشتری داشتم   ,2
عااااااالیه حتما امتحانش کنید سبک پوشش دهی فوق العاده ماندگاری خیلی خوب  ,1
باسلام امروز این محصول ب دستم رسید و هنوز ب عنوان آرایش ازش استفاده نکردم ولی یه تست کوچولو روی پوستم انجام دادم ب نظر خیلی سبکه و پوشش دهی خوبی داره فقط اینکه جعبه ش نسبت ب تصویر نشون داده شده خییلی کوچیکتره  و نکته ی دیگه اینکه رنگ نشون داده شده با محصول ارسالی متفاوته پوست من روشنه و احساس میکنم شماره ی 00 تیره تر از پوستمه  ,0
من این کرم رو تا حالا 2 بار از دیجی کالا خریدم و هر 2 بار ازش راضیم  صورت رو خوب پوشش میده و به هر پوستی سازگاری داره  ,1
من  با کاربری همسرم نظر میدم  باید بگم کیفیت خوبی داره  پوشش دهیش هم عالیه  من خودم راضی نبودم  چون مناسب پوست های سفید نیست  قشنگ روی پوست روشن تغییر رنگ مشخص میشه  کرم رنگه برای پوست های روشن من اسنس 09 پیشنهاد میکنم  که خود دیجی کالا عرضه میکنه ,0
محصول واقعا عالی مطابق با مشخصاتی که ذکرشده اصلا چرب نیست وکاملا جلوه مات داره وماندگاری بسیار بالا ازخریدم واقعا راضی ام خصوصا تو پیشنهاد شگفت انگیز که قیمت مناسبی داشت اولین کرم پودری بود که بدون تست قبلی وباتوجه به مشخصات گفته شده خریدم و دقیقا همه مشخصات و دارا بود  ,1
شماره  20 برای پوستای سبزه خیلی خوشرنگه ماته و اصلا برق نمیندازه پوستای چرب زیرش مرطوب کننده مخصوص پوست چرب بزنن عالی میشه برای پوست خشک اصلا مناسب نیست برای استفاده روزانه کاور خوبی داره حتی برای مهمونی هم میشه استفاده کرد ,1
این موس امروز بدستم رسید قیمتش تو بازار بیشتره  اما تو دیجی با فروش ویژه 4 تا خریدم واقعا به صرفه بود دو بار پیک اومد دم خونه ما نبودیم اما تا زنگ زدم فرداش واسم فرستادنش واقعا ممنونم هیچ هزینه ی اضافی هم بابت پیک نگرفتن خلاصه موس بدستم رسید استفاده کردم و لذت بردم اولین بار بود می گرفتم با توجه به تعریف هایی که شنیده بودم واسه خودم و خواهرم 4 تا رو سفارش دادم من پوستم گندمیه روی پوستم رنگش کاملا طبیعیه نه روشنه نه تیره و مات راضیم خیلی هم سبکه کاورش رو نمی گم 100 درصده اما 70 درصد هست منم پوستم جوش نداره اما چند تا لک کمرنگ داشت که کامل پوشونده راجع به موندگاریشم چون امروز بدستم رسیده خیلی نمیتونم نظر بدم اما الان 2 ساعت بیشتره رو پوستمه که خودشو حفظ کرده سبک هم هست امیدوارم حساسیت نداشته باشم و جوش نزدم که بعید می دونم چون خیلی سبکه ببخشید سرتونو درد آوردم خواستم کمکی کرده باشم ,1
این کرم فقط مناسب پوست چرب هست و حتی با یک مقدار خیلی کمش میشه کل صورت رو پوشاند و واقعا سبک و مخملیه موندگاریش عالیه و رنگ این شماره هم مناسب پوست های معمولی و گندمیه که خیلی طبیعیه  اگر پوستتون خشکه اصلا این موس رو پیشنهاد نمیکنم ,1
عالیه  خیلی دوسش دارم  فکر میکردم این شماره تیره تر باشه ولی خیلی خوب بود رو پوست  پوشش دهیش هم عالی ,1
در یک کلام فوق العاده  پوشش دهی  عالی  روی پوست اصلا احساس نمیشه  اول اندازه شیشه  اش رو که دیدم فک کردم چند ماه دیگه باید دوباره سفارش بدم ولی وقتی استفاده کردم دیدم با مقدار خیلی کم کل صورت رو پوشش میده  روی پوست عالی میشینه و اصلا پوست رو 0 رنگ نمیکنه  در کل خرید رضایت بخشی بود  ,1
من این موس رو خریدم نظرات کاربران رو خوندم و این رنگش رو انتخاب کردم پوشش دهی خوبی داره و خیلی سبک روی پوست میشینه از انتخابم راضی هستم ممنون از دیجی ,1
خیلی نرم و سبکه  من تاحالا موس استفاده نکرده بودم  هم سبک بود هم کامل رو پوست می نشست  از هرچی کرم پودر تاحالا گرفته بودم بهتر بود  جای جوش هم میپوشونه و کاورش عالیه  تمام پوست رو یکدست و خوشرنگ میکنه  شماره 20 از همه رنگا بنظرم خوشرنگتر و طبیعیتره  0تا پشت سرهم سفارش دادم انقد که خوشرنگ بود  منکه راضی ام ,1
خیلى ها میگن که این موس به عنوان زیر ساز آرایش استفاده میشه اما باید بگم خودش به تنهایى کافیه و نیاز به هیچ کرم پودر با پنکیکى ندارید  فوق العاده ست  ,1
من بیشتر از یه ساله که از این پنکک استفاده میکنم  واقعا نمیدونم اونایی که میگن پوشش دهی خوبی نداره چرا اینو میگن  اتفاقا خیلی هم مناسبه  من پوستم مختلطه و هر پنکک دیگه که میزدم یا روی پوستم می ماستید یا صورتم احساس سنگینی میکرد  ولی این برند واقعا عالیه  و حالت کاملا طبیعی روی پوست داره  ,1
من پوست حساسی دارم و اکثر برندها موجب خارش و یا التهاب پوستم میشود  ولی این برند باعث ایجاد عارضه ای نشد    طیف رنگ متفاوت و روشنش برای پوستهای روشن به خصوص قشنگ است و روی پوست به صورت طبیعی جلوه میکند  ,0
در یک کلام عالی وبینظیر  مخصوصا برای کسانی که پوست چرب دارن وبرای هوای مرطوب وشرجی عالیه  ممنونم دیجی کالا ,1
کرم خوبیه ماات و بدون چربی اما پوشش دهیش کمه من اونو با کرم ارایشی دیگ مخلوط کردم زدم راضی بودم فک کنم شماره 01برا پوستای روشن و معمولی خوب باشه ,1
پوشش خوب و سبک برای پوستای چرب ,1
من توی شگفت انگیز و به خاطر اینکه یه ریمل بورژوا باهاش جایزه داشت خریدمش واسه برنزینگ خوبه البته واسه پوستهای تیره چون یه مقداری رنگ برنزرش تیره اس اما هایلایترش هیچ استفاده ای نداره چون اصلن رنگ و جلوه نداره و براق نیس به نظرم این قیمت نمیرزه در ضمن برس خودش هم واسه برنزینگ خیلی خوبه  ,1
هایلایترش را من دوست نداشتم چون اکلیلیه  پالتهای کانتور پودری به نظرم زیاد ماندگاری نداره  ,1
خیلی نازه  رنگش  ریسکه واقعا ادم رنگو از نزدیک نبینه سفارش بده ولی من از ریسکی ک کردم راضیم  چون همونطور ک دوستمون هم فرمودن رنگش خیلی ملایم و دلنشینه  قهوه ای نیس  صورتیم نیست  یچیزی بین این دو تا ک مناسب برای ارایش ملیح و سبک ,1
بسیار بافت سبکی داره   پوشانندگی بالا و رنگ طبیعی ,1
من پوستم متمایل ب چربه اصلا ازاین کرم پودر راضی نبودم هم جوش ریز میزنم باهاش هم زود برق میندازه خیلی آبکیه و پوشش دهی  خیلی متوسطی داره کرم پودر لورال مات خیلییییی ازاین کرم پودر  بهتره  ,2
من پوست خشکی دارم و این کرم پودر خیلی عالی رو پوستم میشینه و رنگش طبیعیه ,1
کرم پودر خوبیه خعلی سبکه پوست من مختلطه و من راضی بودم بخصوص اینکه ماته و خعلی برق نمیندازه پوستو  فقط دیجی جان شما هزینه پست پیشتاز میگیرین ولی فرقی نداره با پست معمولی  ,1
بسیار سبکه و با گذشت زمان پوست رو خسته نشون نمیده پوشش دهیشم معمولیه ,1
من پوستم سفیده این شماره بازم بیشتر منو سفید کرد که این مورد پسندم نبود روی پوست معمولی که جنس پوشت منه خوب نمیخوابه  پوشش خوبه  یه کرم پودر متوسطه  عالی نیست ,1
در عین سبکی پوشانندگی خوبی داره ولی بنظرم کسایی که پوستشون جای جوش یا زخم یا تیرگی ز یاد دارن برن سراغ یه کرم پودر دیگه چون پوشانندگیش در اون حد نیست پوست من خشکه و اکثرا با کرم پودر  و پنکیک زدن پوست پوست میشد مخصوصا بینیم الان زیرش یه مرطوب کننده ضدافتاب آردن میزنم وبعد اینو میزنم و اینکه شده ساعت های زیادی روی صورتم مونده ولی نماسیده و فقط کمرنگ شده در کل ازاین کرم پودر و این برند واقعا راضیم  ,1
پوشش دهی و ماندگاری در حد یه ضد آفتاب معمولی هست و خیلی هم مات نیست چون زود محو میشه و انگار چیزی رو صورت نیست ,2
من از کانال یه میکاپر مطرح این محصول بهم معرفی شد کلیییییی هم گشتم تا توی دیجی پیداش کردم اما اونی نبود که انتظار داشتم یه اشتباه بزرگ هم موقع انتخاب رنگ داشتم پوستم گندمیه اما این رنگ از پوسته خودمم تیره تر هس اصولا زیاد ارایش نمیکنم فقط برای مهمونی میخواستم که رنگش مناسب نیس اما ماتیش عالیه    اگه پوسته خوبی دارید این محصول عالیه و حسابی سبک وبدون بو  اما اگه جای جوش و لک دارید  خیر  ,1
اگر جای جوش زیاد دارید این کرم به دردتون نمیخوره ولی تا حدی پوشش داره  برای پوست های گندمی هم خیلی خوبه و نسبت به قیمتش ارزش خرید داره ,1
دوستمون گفته بود پوستش خشکه و شاید به همین علت پوشش دهی خوبی نداشته رو صورتش  من همین شماره رو گرفتم یه کم تم زرد داره ولی ابا اینه من پوستم معمولی و نسبتا چربا صلن روی پوست نمیخوابه کرمای ضد آفتاب معمولی رنگی ازین بهتر عمل میکنن  اگر به هوای کیفیت موسهاش میخرین اشتباه میکنین ,2
من دو هفته پیش این کرم پودر و همین شماره رو از دیجی کالا سفارش دادم و تازه ازش استفاده کردم  قبلا از میبلین یه موس گرفتم که شماره 10  رنگ عاجی Ivory  بود  با اینکه پوست من خیلی روشنه اما این موس پوستمو خیلی سفید و مرده می کرد  برای همین این دفعه از ترسم کرم پودر رو یکی دو تیره تر از رنگ پوستم گرفتم   000  کرم پودر خوبیه  اما اگه پوستتوم خشکه اصلاااااااااااااا پیشنهادنمی کنم چون رو خودشم نوشته مخصوص پوست های معمولی تا چربه و واقعا اگه پوستتون چرب نباشه رو پوستتون نمیشینه  پوشش دهیش ضعیفه در حدی که جوش های سطحی پوستم هم رو نپوشوند  خوبیش اینه اصلا نمیماسه و معلوم نمیشه که کرم پودر زدی  و با اینکه این رنگ برای من تیره بود بازم به خاطر مات بودنش خیلی مشخص نبود  پیشنهاد میکنم اگه پوستتون روشنه شماره 108 یا 010 این کرم پودرو سفارش بدین چون این یکی یکم به گندمی میزنه  ,0
واسه پوست خشک مناسب نیست بعد از چند بار استفاده صورت رو پوسته پوسته میکنه ولی روی پوست چرب خواهرم خیلی خوب جواب داد  ,0
پوست من مختلط هست   روی پوست اثر ماسیدگی بجا میزاره  مخصوصا شیرازه ما که گرمه و پوست دچاره تعریق میشه  با عرق کردن کلا میماسه و منظره بدی داره  ولی بافت لطیفی داره  پوشش دهندگیش خوبه ,0
اولا که رنگ این محصول صورتی رنگ نیست و بژ محسوب میشه و روی خود محصولم درج شده   نه خیلی روشنه نه تیره و برای پوست های گندمی مناسبه   این محصول اصلا برای پوست های چرب با منافذ باز مناسب نیست و منافذ رو واضح تر و برجسته تر نشون میده    خاصیت لیفت نداره و بعد یه مدت روی پوست صورت به اصطلاح میماسه  پوشش دهندگیش بد نیست ولی بازم جلوه ی مناسبی نداره حداقل برای پوست من  البته شاید اگه نسبت به قیمتش بهش نگاه شه انتخاب خوبی باشه نمیشه انتظار یه کرم پودر دویست هزار تومانیو ازش داشت ولی در صورتی که میخواین بخرینش یک کرم لیفت زیرسازی خوب همراه باهاش تهیه کنید   ,0
واقعا کرم پودر عالی ای هستش دقیقا مثل عنوانی که داره و گفته 04 ساعته باقی میمونه همینطور هستش ,1
خیلى کرم پودر خوبى بود برا من که پوستم چربه عالیه  اما خیلی پوشش زیادى نداره اما باز هم قابل قبوله رنگش هم براى افراد گندمى عالیه و خوشرنگه و صورتو برق نمیندازه ,1
خیلی ازش راضیم  به پوست یه برق خاصی میده مرطوب نگه میداره پوستمو ,1
خیلی سبک و خوبه برای استفاده روزانه عالیه ,1
من پوستم مختلطه  حدود دو ساله که از این کرم استفاده میکنم و خیلی دوسش دارم  پوستمو خیلی براق نمیکنه ولی یه برق قشنگ و دلپذیری بهش میده که دوست دارم  چون من پوست کاملا مات رو نمیپسندم  پوشش دهی این کرم معمولیه  پوست من جوش یا لک نداره برای همین از پوشش کرم راضی ام  شاید پوستای جوشدار یا لک دار خیلی خوب نباشه  قبلا از الارو استفاده کردم ولی منافذ پوستمو باز میکرد و ظاهر خیلی چربی ایجاد میکرد  ,1
با اینکه پوسته من چربه ولی براقیت انچنانی نداره ,1
کرم خوبیه پوشش دهیش عالیه سبکه وماسیده نمیشه اما این شماره خیلی خیلی سفید کنندس ویه سفیدی مصنوعی رو به وجود میاره ,1
ب ب کرم های میبلین برای استفادا روزانه عالین ,0
چرا ننوشتین چند گرم هست  ,2
من اصلاً راضی نبودم   البته شاید به پوست من نساخته نمیدونم اما رنگش هم جالب نیس خیلی پشیمونم از خریدش و همینطور هم افتاده گوشه میز آرایش و بلااستفاده ,0
مثل گج روی پوست میمونه ,0
بنظرم این سری کارهای فوق العاده ای هستن  من کرم پودر های زیادی استفاده کردم اما یکبار که از این کار استفاده کنید دیگه نمیتونین کنار بذارین  فوق العاده سبک و مخملی و راحته اصن حس نمیکنید کرم پودر زدین   پوشش خوبی هم داره فقط اگه چربی پوستتون کمه حتما زیرش پرایمر یا مرطوب کننده بزنین  رنگ روشن خوبی هم هست برای ارایش نسبتا روشن  پوشش متوسط و نسبتا خوبی داره ولی متاسفانه چون پایه ابی هستش ماندگاریش کمه در حد سه چها ساعت بعدش باید تجدید بشه که اگه اونم مشکلی بود میتونین از همین مارک محصول 04 ساعته ش استفاده کنید که اونم فوق العاده سبکه  و اینکه ظاهرا این محصول دیگه تولید نمیشه ,1
پولی که میدید در برابر کیفیتی که دریافت میکنید هیچی نیست با خیال راحت بخریدش یه چربی ملایم خواستنی داره که باعث میشه چشمتون موقع پاک کردن اصلا اذیت نشه پاک کنندگیشم که حرف نداره برندشم که معروفه و  ,0
خرید این محصول رو به همه پیشنهاد میکنم خیلى سریع و راحت ارایش رو پاک میکنه و ارایش سنگین چشم به راحتى و فقط با یه پد ارایشى و یکم ازین پاک کننده کامل و سریع پاک میشه ,0
سریع و تمیز پاک میکنه  لازم نیست هی پد عوض کنین و باز روش پاک کننده بریزید اینقدر که چشمتون بسوزه   تجربیات قبلی من   در کل خوبه و از خریدش راضی هستم ,1
سلام  من این کانسیلر رو خریدم   سر کانسیلر یه قلم مویی داره که باعث میشه شما خیلی راحت کرم رو روی صورت بکشید  روش کار با قلم این کانسیلر به این صورت هست که شما قسمت متحرک پایین قلم رو یکی دو بار میچرخونید تا کرم خارج بشه و بعد با قلم مویی  اونو روی لکه ها ی پوست و زیر چشم پخش کنید  کلا کانسیلر های قلم مویی خیلی بهتر از مدادی و ماتیکی هست  ,1
من این پنکیک رو از دیجی کالا خریدم و برعکس همیشه از خریدم اصلا راضی نبودم  چون برعکس اون چیزی که توی نمونه رنگ هست خیلی خیلی رنگ روشنی داره و اصلا تیره نیست  ,2
خوب روی پوست میشینه و رنگ کاملا طبیعی داره   برای کانتورینگ هم عالیه  من تازه خریدم و خیلی ازش راضیم   ,0
منکه دریم ساتین رو خیلی دوست دارم چون خیلی طبیعی هست روی پوست و پوشش کافی روهم داره قیمتشم مناسبه ,1
کلا مارک میبلین محصولات خوبی داره  اگه اصل باشه  این کرم پودر هم بافت نرمی داره و هم آبرسانیه خوبی ولی انتظار پوشش متوسط به بالا نداشته باشید  برا کسانی که پوست خودشون لک نداره یا لک کم رنگ داره خوبه  ,1
رنگ و پوشش کااملا طبیعیه   خیلی سبکه  اصلا انگار نه انگار کرم پودر زدی   بعدشم پوست و نرم و لطیف میکنه  برای کسایی که آرایش طبیعی دوست دارن پیشنهاد میکنم ,1
رنگ پوست من گندمی هستش وقتی میزنم کاملا طبیعیه خیلی خوبه ,1
عالی و سبک با پوشانندگی منافذ پوست ,1
عالیه خیلی دوسش دارم ,1
از این کرم پودر خیلی راضیم نمی ماسه  رنگش طبیعیه و با اینکه از پوستم روشن تره  مثل روح نمیشم  پوشانندگی واااقعا عالی   خیلی خیلی هم سبکه  اصلا حس نمی کنید ارایش رو صورتتونه  ,1
عالی از هر نظر حتی نگاه کردن بهش احساس خوبی میده ,1
من چند ماه است که این محصول را خریداری کرده ام و از هر لحاظ خرید این محصول را پیشنهاد میکنم    با تشکر از  دی جی کالا ,1
با اینکه قیمتش بالاست ولی به نظرم با توجه به مشخصاتش واقعا می ارزه  ,1
خانمم راضیه ازش ولی خودم دوست داشتم اصل فرانسه باشه که نیست  چون اینا زیر فشارن آدم نگران گونه توپال فلز  بکار رفته میشه ,0
با سلام طراحی خوبی داره و خیلی ایمن هست  آب رو به سرعت جوش میاره و سوت خوبی هم داره ولی متاسفانه جنس زیاد جالبی نداره خصوصا ورق کف که به شدت نازک و شبیه حلبیه  خارهای داخل دسته بعد از 0 هفته استفاده شل شده بود و داشت خارج میشد که جا انداختم  امیدوارم حداقل تا یه سال قابل استفاده باقی بمونه  روی کتری براق هست  ترجیح میدادم مثل عکس مات باشه  ساخت کشور  چین ,2
سلام من اخیرا یکی از این محصول را از دیجی کالا خریدم  کیفیت لایه نچسب داخلی آن خوب است  واژه   ساخت فرانسه   در پشت محصول و زیر دسته آن حک شده است  نسبت به محصولات مشابه موجود در بازار با توجه به قیمت آن  ارزش خرید بالایی دارد  کیفیت فعلی ان کاملا رضایتبخش است  البته باید دوام کیفیت را بعد از گذشت چند ماه استفاده قضاوت نمود  ,1
یکماه از ظرف استفاده کرده ام  برای خانواده های سه نفره و کمتر  ظرفی بسیار مناسب است که هر غذایی را می توان در آن پخت  از برنج گرفته تا انواع خورش های ایرانی و کوکو و     به خاطر سیستم خاص پخش حرارت در کفه ی ظرف  غذا خیلی خوب آرام پز شده و جا می افتد  امکان ندارد در این ظرف با کوکوی خرد شده یا غذای چسبیده مواجه شوید  ارزش خرید به نسبت قیمت را دارد چون فکر می کنم حداقل ده سال بتوان به خوبی از آن استفاده کرد بهتر است سایز های بزرگتر این ظرف در دیجی ارائه شود  ,1
تابه خوبیه گرمارو خوب پخش میکنه کیفین ساخت خوبی داره اینکه تابه هایه تفال نشنگر داغ شدنم دارن یه مزیته خوش رنگم هست ,1
سلام این پوست کن رو تهیه کردم   همونطور که توی شکل هست فقط برای سبزیجات هست و نمیشه پوست میوه و یا سیب زمینی و   باهاش کند   یه جورایی اصلا به کار نمیاد   ,2
فک نمیکردم ساخت چین باشه اما خیلی شیکه ,0
ازش استفاده کردم خیلی عالیه ,1
با سلام ممنون از دیجی کالای عزیز من این محصول رو از دیجی کالا خریدم توی یه جمله می تونم بگم فوق العاده هست واقعا کیفیت و جنس عالی داره و هر سه سایزش خیلی کاربردیه ,1
قابلمه فقط تفال فرانسه ایرانیها خیلی خیلی بیخودن  البته برا خورشت و آش و سوپ و خوراک فقط قابلمه استیل ,1
اندازه اش از سایز 04 خیلی بزرگتره انگار خیلی شیکه  جنسش  عالیه  حرف نداره ,1
کیفیت خیلی خوب  ,1
جنسش عالیه  روغن توش بمونه نمیسوزه  میتونید مدت طولانی بگذارید رو گاز باهاش غذا درست کنید مثلا بادمجون سرخ کردن و پیاز سرخ کردن  حرف نداره یکنواخت سرخ میشن  مدت طولانی رو حرارت روغن هم بو نمبگیره ,1
در کل خیلی خوبه ,1
در فروش ویژه خریدم و عالیه اگر بازم فروش ویژه باشه بازم می خرم دقت کنید اگر تحت لیسانس تفال و تولید چین باشه ته ظرف Made In France  ندارد اگر ساخت فرانسه باشه حتما زیرش نوشته Made In France ,1
عالیه من از خریدم راضی هستم ,1
بهترین انتخاب ,1
همیشه عالی ,1
با سلام وادب جنس روکشش بسیار بده وغدا با روغن هم می چسبه وقتی که با تابه پی اس دی ساخت ایران می توانستیم غدا بدون روغن درست کنیم وبیشتر از یک سال روکشش سالم ماند زمانی که خریدمش هیچ نظر نداشت وحواسم نبود که سایز دیگر داره واون نظرات منفی زیاد داره هرگز  روکش سرامیک نخرید  روکش تفلون وگرانیت خیلی بهتره ,2
این در باز کن فقط برای باز کردن درب بطری نوشیدنی کاربرد داره و واسه استفاده خانگی ضروری به نظر نمیاد  بهتر بود که امکان باز کردن قوطی و کنسرو رو بهش اضافه میکردن  ,0
این تابه بسیار خوش دست و عالی است و جنس خوبی دارد  ,1
یه مدل از این کوچکتر داره که متاسفانه تو دیجی کالا ندیدم اون واسه آشپزخانه بهتر از اینه مگه این که بزرگ بودنش واستون ایراد نداشته باشه ,1
کیفیت خیلی خوبی داره  ,1
عالی  راضی بودم ,1
بسیار با کیفیت و کارآمد   ,1
برای کارهای دم دستی آشپزخانه عالیه ,1
درود حدود دو سه ماهی است ازش استفاده میکنم  برای چاقوی دم دستی آشپزخانه کوچک که دوام خوب هم داشته باشد به نظر بنده عالیست ولی شاید قیمتش یه مقدار بالاست  با پیشنهاد شگفت انگیز احتمالاً قیمتش مناسب باشه  ,0
عمقش زیاده ,0
بسیار تیز است ولی ظریف قابلیت شکنندگی تیغه چاقو وجود دارد ,1
خیلی خوبه ,1
عالی  هم تیز   هم کاربرد راحت   هم خوش دست ,1
عالیه   واقعا راضی ام   واقعا می ارزه   ,1
این پوست کن فوق العادست ,1
واقعا عالیه  چند ماهه که خریدمش و خیلی راضی هستم ,1
کار باهاش راحت هست و ظاهر خوبی هم داره ,1
اگر اهل استفاده از زودپز و حفظ ارزش غذایی و ویتامین ها هستید  گزینه بسیار مناسبی برای شما خواهد بود این محصول  کیفیت خوب  ایمنی بالا و ظاهری زیبا همه رو در کنارهم دراه ,1
فوق العاده هست ,1
بسیار تیز ولی ظریف قابلیت شکنندگی تیغه از دسته وجود دارد و تیغه از جنس صدف است ,1
کلا محصولات تفال کیفیت عالی دارند   این محصول از همه نظر عالیه و در خریدش شک نکنید   همه جاش درج شده ساخت فرانسه   فقط نمیدونم چرا 06 سانتیش ارزونتره   مرسی از دیجیکالا   ,1
نسبت به سایر تابه های تفال که ما داشتیم این خیلی بهتره هم از نظر دوام روکش و هم از نظر نچسب بودن و هم کف دولایه ,1
من مارک تفالو خیلی دوست دارم تفلونش از کیفیت خوبی برخورداره البته من فقط از قاشق سیلیکونی استقاده میکنم و این سایزش برای یه خانواده سه نفره عالیه در ضمن خوش دست و خوش فرم هم هست از دیجی کالا هم ممنونم بابت بسته بندی بسیار مناسب و تحویل به موقه ,1
من برای اولین بار از این ظروف با قاشق پلاستیکی استفاده کردم و نتیجه بعد از شستن قابلمه با دست و اسفنج نرم وحشتناک بود  خرید کردن قابلمه تفال از دیجی کالا توقعی برام ایجاد کرده بود ک ظروف حداقل یک سال رو بدون هیچ خط و خشی سپری کنن  الان واقعا ناراحتم از این خرید و پولی ک هدر رفته  ,2
من چندروز قبل اونو خریدار کردم  در طی سالهای گذشته ظروف نچسب تفال را هر وقت خریداری کردم سالها کارکرده وکیفیت محصولاتش مطلوب بوده  من توپیشنهاد شگفت انگیز خریداری کردم که حدود 26 درصدارزانتر از قیمت درج شده بود  برای کسی که براش کیفیت وسلامت ودوام ظروف اهمیت داره توصیه میشه ازاین ظروف استفاده کنید  ,1
جنس و کیفیت ساخت عالیه  در قابلمه ها استیله ک روی یکیش متاسفانه چندتا زدگی داشت   ولی انقدر نبود ک ب چشم بیاد   دستگیره ی درش ب صورت پیچی هست اگر بخواهید راه خروج هوا رو باز میگذارید  فقط امیدوارم تمیز کردنش راحت باشه  ,1
این قالب امروز به دستم رسید عمق هر بخشش خیلی کم هست و به نظرم فقط به درد پای میخوره و برای مافین مناسب نیست  توی مشخصات کالا لازم هست که ارتفاع قالب ذکر بشه ,0
چیزی که عجیب بود اینه که سطح مقطعش کاملا دایره نیست  انگار ضربه خورده و تورفتگی پیدا کرده  برای همین دربش با یه فشار کوچولو بسته میشه   تقریبا همزمان با این  یه تابه زرساب 08 سانتی خریدم  فکر میکردم ایرانیه و کیفیتش باید پایینتر از تقال باشه  اما نظرم کاملا تغییر کرد  انتظار این فرورفتگی را روی بدنه تفال نداشتم  دفعه بعد حتما زرساب میخرم  حداقل  قیمتش یک دوم قیمت مدل prima تفاله  نسبت به بقیه مدلهای تفالم که خیلی ارزونتره  ضمنا کیفیتشم واقعا خوبه   حتی از این مدل تفال بالاتره  اینو در مقایسه دوتا محصول دیدم  ,0
الان بدستم رسید کیفیتش خیلی خوبه ولی سنگینه اگه دو تا دسته داشت بهتر بود ,0
واقعا بی نظیره ,0
اگه مواد وافل رو داخلش بریزید و توی یه ماهیتابه یکم آب بریزین و قتلب بزارید توش و در ماهیتابه رو چند دقیقه ببندین بعد باز کنید و بزارین حدود ده دقیقه اینطوری درحالی که آب داره بپزه خیلی خوب میشه ,1
میشه قالب را گذاشت توی یه ماهی تابه و ازش استفاده کرد    وافل بد نمیشه  ولی فقط یه طرف برشته میشه و اونطرف کمی خمیری میمونه ,1
کسانی که دنبال درست کردن وافل هستند با فر این قالب عالیه و کار امد و شکل زیبایی هم دارد ,1
من این رو تقریبا سه ماه پیش برا همسرم خریدم همیشه ازش استفاده می کنه و بسیار  هم راضیه   دی جی کالا خیر ببینی  ,1
این قابلمه رو چند روز پیش پیشنهاد ویژه خریدم متاسفانه درش که باز کردم درش از دستم لیز خورد و در همون اول کار با افتاد 5 سانتی متری کلی از تفلونش بلند شد من رفتم همین کارو با قابلمه اگرین که بی کیفیت ترین امتحان کردن  هیچیش نشد دو تا هم خریدم و پشیمونن ,0
واقعا عالیه ,1
ظاهر زیبا و کیفیت عالی ,1
من که خیلی ازش راضیم  درش خیلی خوب کیپ میشه  موجود بشه یکی دیگه هم میخرم  ,1
خیلی خوب و راحت تو یخچال جا میشه و کیپ میشه و چیزی از توی ظرف بیرون نمیریزه ,1
دسته یکمی سنگینه که بسیار خوش دست تر میشه تو استفاده  جنس و اندازه هم بسیار عالی  هم برای قابلمه بزرگ کاربردیه هم تابه  ,1
خیلی قاشق خوبی بود  سبک و راحت و با کیفیت بود  محصولات تفال انصافا همشون خوبن  ممنون دجی عزیز ,1
کارائیش خوبه ولی این که برام فرستادن درش درست کیپ نمیشه و لاش باز میمونه و بخار ازش بیرون میزنه ,0
راضی ام ازش ,1
به نظر من بعد از چندین بار استفاده هیچ نقاط ضعفی نداره و فقط قیمتش بالا و طبخ و آشپزی در آن راحت است  ,1
من راضیم عالیه ,1
من از خرید این استند برای مامانم واقعا راضیم   هر چاقویی داشته باشی بلاخره تو یه قسمتش جا میشه   رنگ چوبش روشنه و جنسش عالی ,1
سرعت  فرستادن  محصول و دقت در سالم رسیدن آن  ستودنی است  تنها نکته ی ضعیف این اشت که در معرفی کالا  هیچ جا اشاره نکرده اید که این ظرف  ساخت کشور چین است  برای نگه داشتن اعتماد مشتریان نیکوست که تمام اطلاعات محصول را شفاف و گویا در سایت درج کنید   ,0
این تابع فوق العاده سبک و خوش دست و دارای جنسی عالی است  ,1
کلا معلومه تفلون اصل نیست کفش به راحتی خش میفته با این قیمت جنس های خیلی بهتر میشه از همینجا تهیه کرد ,2
کیفیت بسیار بد مگنت ها درجا کنده شد ,2
مگنت ها به محض چسباندن به یخچال کنده شد و با چسب هم درست نشد ,2
